3.60, 3.5940, 13.79, 13.80, -0.04, 0.00, 0.00
3.60, 0.0060, 13.79, 13.80, -0.04, 0.00, 205.92
3.61, 0.0060, 13.79, 13.80, -0.04, 0.01, 205.93
3.62, 0.0070, 13.79, 13.80, -0.04, 0.01, 205.96
3.62, 0.0060, 13.79, 13.80, -0.04, 0.01, 205.98
3.63, 0.0060, 13.79, 13.80, -0.04, 0.03, 206.03
3.64, 0.0080, 13.79, 13.80, -0.04, 0.05, 206.19
3.64, 0.0060, 13.79, 13.80, -0.04, -0.01, 206.34
3.65, 0.0070, 13.79, 13.79, -0.04, -0.25, 205.86
3.66, 0.0060, 13.79, 13.79, -0.04, -0.84, 203.85
3.66, 0.0070, 13.79, 13.78, -0.04, -1.72, 199.06
3.67, 0.0060, 13.79, 13.76, -0.04, -2.89, 191.79
3.68, 0.0070, 13.79, 13.73, -0.04, -4.33, 182.05
3.68, 0.0070, 13.79, 13.69, -0.04, -5.88, 169.92
3.69, 0.0060, 13.79, 13.64, -0.04, -7.38, 156.73
3.70, 0.0070, 13.79, 13.58, -0.04, -8.73, 143.83
3.70, 0.0060, 13.79, 13.52, -0.04, -9.74, 131.86
3.71, 0.0070, 13.79, 13.45, -0.04, -10.52, 122.57
3.72, 0.0070, 13.79, 13.37, -0.04, -11.11, 114.87
3.72, 0.0070, 13.79, 13.29, -0.04, -11.77, 108.62
3.73, 0.0060, 13.79, 13.21, -0.04, -12.86, 101.67
3.74, 0.0070, 13.79, 13.11, -0.04, -14.56, 91.36
3.74, 0.0060, 13.79, 13.01, -0.04, -16.62, 75.76
3.75, 0.0070, 13.79, 12.88, -0.04, -18.64, 57.27
3.76, 0.0060, 13.79, 12.76, -0.04, -20.47, 38.52
3.76, 0.0080, 13.79, 12.58, -0.04, -22.02, 21.42
3.77, 0.0060, 13.79, 12.44, -0.04, -23.42, 5.51
3.78, 0.0070, 13.79, 12.27, -0.04, -24.72, -8.54
3.78, 0.0060, 13.79, 12.11, -0.04, -25.94, -22.35
3.79, 0.0070, 13.79, 11.92, -0.04, -27.11, -35.27
3.79, 0.0060, 13.79, 11.75, -0.04, -28.18, -48.37
3.80, 0.0080, 13.79, 11.52, -0.04, -29.22, -60.37
3.81, 0.0060, 13.79, 11.34, -0.04, -30.08, -73.38
3.82, 0.0070, 13.79, 11.13, -0.04, -30.63, -83.87
3.82, 0.0060, 13.79, 10.94, -0.04, -30.78, -92.49
3.83, 0.0070, 13.79, 10.73, -0.04, -30.68, -97.39
3.84, 0.0060, 13.79, 10.54, -0.04, -30.60, -100.91
3.84, 0.0070, 13.79, 10.33, -0.04, -30.53, -103.95
3.85, 0.0070, 13.79, 10.12, -0.04, -30.22, -107.70
3.86, 0.0070, 13.79, 9.91, -0.04, -29.30, -109.41
3.86, 0.0060, 13.79, 9.75, -0.04, -27.73, -106.16
3.87, 0.0070, 13.79, 9.57, -0.04, -25.44, -96.92
3.88, 0.0060, 13.79, 9.43, -0.04, -23.14, -82.12
3.88, 0.0070, 13.79, 9.28, -0.04, -20.77, -66.54
3.89, 0.0070, 13.79, 9.16, -0.04, -17.04, -50.49
3.90, 0.0070, 13.79, 9.06, -0.04, -14.63, -22.99
3.90, 0.0060, 13.79, 8.97, -0.04, -14.91, -5.79
3.91, 0.0060, 13.79, 8.87, -0.04, -16.30, -9.87
3.91, 0.0070, 13.79, 8.76, -0.04, -16.39, -22.87
3.92, 0.0060, 13.79, 8.67, -0.04, -14.30, -25.91
3.93, 0.0070, 13.79, 8.59, -0.04, -11.38, -10.87
3.93, 0.0070, 13.79, 8.54, -0.04, -8.06, 10.87
3.94, 0.0060, 13.79, 8.51, -0.04, -5.04, 36.28
3.95, 0.0070, 13.79, 8.49, -0.04, -2.66, 59.85
3.95, 0.0060, 13.79, 8.48, -0.04, -0.76, 78.50
3.96, 0.0070, 13.79, 8.49, -0.04, 0.51, 93.60
3.97, 0.0060, 13.79, 8.50, -0.04, 1.43, 103.82
3.97, 0.0070, 13.79, 8.51, -0.04, 2.23, 111.40
3.98, 0.0070, 13.79, 8.53, -0.04, 3.02, 118.08
3.99, 0.0060, 13.79, 8.56, -0.04, 4.16, 124.82
3.99, 0.0070, 13.79, 8.60, -0.04, 5.58, 134.49
4.00, 0.0060, 13.79, 8.64, -0.04, 7.20, 146.57
4.01, 0.0060, 13.79, 8.69, -0.04, 8.55, 160.41
4.01, 0.0070, 13.79, 8.75, -0.04, 8.87, 172.25
4.02, 0.0070, 13.79, 8.81, -0.04, 7.94, 176.05
4.03, 0.0070, 13.79, 8.85, -0.04, 6.30, 169.72
4.03, 0.0060, 13.79, 8.88, -0.04, 4.55, 157.46
4.04, 0.0070, 13.79, 8.90, -0.04, 3.00, 144.01
4.05, 0.0060, 13.79, 8.91, -0.04, 1.63, 132.03
4.05, 0.0060, 13.79, 8.91, -0.04, 0.26, 121.31
4.06, 0.0080, 13.79, 8.90, -0.04, -1.33, 110.34
4.07, 0.0060, 13.79, 8.88, -0.04, -3.46, 97.41
4.07, 0.0070, 13.79, 8.84, -0.04, -5.83, 79.96
4.08, 0.0060, 13.79, 8.79, -0.04, -8.67, 60.21
4.09, 0.0060, 13.79, 8.71, -0.04, -13.09, 36.45
4.09, 0.0070, 13.79, 8.60, -0.04, -16.24, -0.52
4.10, 0.0060, 13.79, 8.50, -0.04, -16.62, -27.94
4.11, 0.0080, 13.79, 8.37, -0.04, -15.71, -33.02
4.11, 0.0060, 13.79, 8.28, -0.04, -16.10, -28.28
4.12, 0.0060, 13.79, 8.16, -0.04, -18.90, -33.33
4.12, 0.0070, 13.79, 8.00, -0.04, -22.50, -57.97
4.13, 0.0060, 13.79, 7.85, -0.04, -26.02, -89.94
4.14, 0.0070, 13.79, 7.65, -0.04, -28.58, -121.21
4.15, 0.0070, 13.79, 7.44, -0.04, -30.05, -145.64
4.15, 0.0070, 13.79, 7.22, -0.04, -30.71, -161.65
4.16, 0.0060, 13.79, 7.04, -0.04, -30.76, -171.24
4.16, 0.0070, 13.79, 6.82, -0.04, -30.56, -175.29
4.17, 0.0060, 13.79, 6.64, -0.04, -30.41, -177.97
4.18, 0.0070, 13.79, 6.43, -0.04, -30.34, -180.42
4.19, 0.0060, 13.79, 6.25, -0.04, -30.55, -184.13
4.19, 0.0080, 13.79, 6.00, -0.04, -30.82, -189.50
4.20, 0.0060, 13.79, 5.81, -0.04, -30.97, -196.59
4.20, 0.0070, 13.79, 5.60, -0.04, -30.65, -201.53
4.21, 0.0060, 13.79, 5.42, -0.04, -29.33, -203.22
4.22, 0.0070, 13.79, 5.23, -0.04, -27.05, -196.17
4.23, 0.0060, 13.79, 5.09, -0.04, -24.31, -181.71
4.23, 0.0080, 13.79, 4.92, -0.04, -21.48, -162.68
4.24, 0.0060, 13.79, 4.80, -0.04, -18.56, -143.54
4.24, 0.0070, 13.79, 4.70, -0.04, -15.65, -122.36
4.25, 0.0060, 13.79, 4.62, -0.04, -12.76, -101.31
4.26, 0.0070, 13.79, 4.55, -0.04, -9.91, -79.69
4.26, 0.0060, 13.79, 4.51, -0.04, -6.90, -58.28
4.27, 0.0070, 13.79, 4.48, -0.04, -3.40, -35.05
4.28, 0.0070, 13.79, 4.49, -0.04, 0.61, -7.48
4.28, 0.0060, 13.79, 4.52, -0.04, 4.77, 24.61
4.29, 0.0070, 13.79, 4.58, -0.04, 8.83, 58.48
4.30, 0.0060, 13.79, 4.65, -0.04, 12.58, 92.22
4.30, 0.0060, 13.79, 4.75, -0.04, 16.09, 123.77
4.31, 0.0070, 13.79, 4.89, -0.04, 19.50, 153.71
4.32, 0.0070, 13.79, 5.05, -0.04, 23.15, 183.77
4.32, 0.0070, 13.79, 5.24, -0.04, 26.86, 216.19
4.33, 0.0060, 13.79, 5.42, -0.04, 30.01, 249.59
4.34, 0.0070, 13.79, 5.64, -0.04, 32.34, 278.42
4.34, 0.0060, 13.79, 5.85, -0.04, 33.93, 301.58
4.35, 0.0070, 13.79, 6.09, -0.04, 34.91, 318.41
4.36, 0.0070, 13.79, 6.34, -0.04, 35.97, 331.13
4.36, 0.0070, 13.79, 6.61, -0.04, 37.34, 344.66
4.37, 0.0060, 13.79, 6.84, -0.04, 38.96, 360.84
4.38, 0.0070, 13.79, 7.12, -0.04, 40.54, 378.43
4.38, 0.0060, 13.79, 7.37, -0.04, 41.49, 396.73
4.39, 0.0070, 13.79, 7.66, -0.04, 41.38, 409.33
4.40, 0.0060, 13.79, 7.90, -0.04, 40.43, 414.29
4.40, 0.0080, 13.79, 8.22, -0.04, 38.97, 411.55
4.41, 0.0060, 13.79, 8.44, -0.04, 37.41, 406.04
4.42, 0.0070, 13.79, 8.69, -0.04, 35.98, 398.11
4.42, 0.0060, 13.79, 8.90, -0.04, 34.54, 391.68
4.43, 0.0070, 13.79, 9.13, -0.04, 32.69, 384.33
4.44, 0.0060, 13.79, 9.31, -0.04, 29.97, 374.10
4.44, 0.0080, 13.79, 9.52, -0.04, 26.41, 355.93
4.45, 0.0060, 13.79, 9.65, -0.04, 22.41, 331.68
4.46, 0.0070, 13.79, 9.78, -0.04, 18.37, 302.34
4.46, 0.0060, 13.79, 9.87, -0.04, 14.66, 272.62
4.47, 0.0070, 13.79, 9.95, -0.04, 11.35, 244.66
4.48, 0.0060, 13.79, 10.00, -0.04, 8.41, 219.80
4.48, 0.0080, 13.79, 10.04, -0.04, 5.59, 197.24
4.49, 0.0060, 13.79, 10.06, -0.04, 2.36, 175.60
4.50, 0.0060, 13.79, 10.05, -0.04, -1.75, 150.06
4.50, 0.0070, 13.79, 10.00, -0.04, -6.64, 116.99
4.51, 0.0060, 13.79, 9.93, -0.04, -11.81, 76.92
4.51, 0.0070, 13.79, 9.81, -0.04, -16.78, 34.16
4.52, 0.0060, 13.79, 9.69, -0.04, -21.03, -8.00
